task_id,task_title,task_type,project,sprint_id,sprint_name,squad,team,assignee,reporter,priority,status,story_points,estimated_hours,labels,environment,created_at,started_at,completed_at,sprint_start_date,sprint_end_date,updated_at
TASK-00310,User Session Timeout,Task,Mobile App,SPR-2025-24,Sprint 24,CX,Architecture,Jordan Miller,Avery Lewis,High,In Progress,3,12,"api, performance, Genai",QA,2025-11-26,2025-11-26,,2025-11-19,2025-12-02,2025-12-08 00:00:00
TASK-00311,Optimize Database Query,Bug,Backoffice,SPR-2025-11,Sprint 11,CX,Engineering,Casey Johnson,Drew Walker,Medium,Blocked,8,40,"Backend, etl, performance",DEV,2025-05-29,2025-05-29,,2025-05-21,2025-06-03,2025-06-01 00:00:00
TASK-00312,Implement MFA Authentication,Technical Debt,Data Platform,SPR-2025-22,Sprint 22,Core,Analytics,Jane Doe,Morgan Davis,critical,Blocked,8,12,"frontend, security",DEV,2025-10-30,2025-10-31,,2025-10-22,2025-11-04,2025-11-04 00:00:00
TASK-00313,Checkout Button Not Responding,Task,Marketplace,SPR-2025-10,Sprint 10,Growth,Product,Taylor Brown,Jamie White,medium,testing,3,24h,"Backend, security",QA,2025-05-09,2025-05-10,,2025-05-07,2025-05-20,2025-05-24 00:00:00
TASK-00314,Refactor Notification Service,Technical Debt,Identity Service,SPR-2025-17,Sprint 17,Growth,Engineering,Alex Smith,Robin Clark,critical,Blocked,1,4,data,PROD,2025-08-21,2025-08-24,,2025-08-13,2025-08-26,2025-09-04 00:00:00
TASK-00315,Create Usage Dashboard,Task,Identity Service,SPR-2025-03,Sprint 3,Core,Analytics,Taylor Brown,Drew Walker,Critical,Done,8,2,"DATA, api, frontend",UAT,2025-02-08,2025-02-09,2025-02-18,2025-01-29,2025-02-11,2025-02-09 00:00:00
TASK-00316,Improve Search Performance,Story,Marketplace,SPR-2025-06,Sprint 6,CX,Analytics,John Doe,Jamie White,High,Testing,2,40,"security, data, genai",DEV,2025-03-20,2025-03-20,,2025-03-12,2025-03-25,2025-04-04 00:00:00
TASK-00317,Fix User Profile Update,Spike,Customer Portal,SPR-2025-01,Sprint 1,Marketplace,Product,Jane Doe,Avery Lewis,Low,Done,13,16h,"genai, backend, security",UAT,2025-01-01,2025-01-02,2025-01-14,2025-01-01,2025-01-14,2025-01-07 00:00:00
TASK-00318,Broken Navigation Menu,Technical Debt,Customer Portal,SPR-2025-15,Sprint 15,Growth,Engineering,Jordan Miller,Morgan Davis,High,Done,2,12,data,UAT,2025-07-16,2025-07-17,2025-07-28,2025-07-16,2025-07-29,2025-07-31 00:00:00
TASK-00319,Update API Documentation,Task,Customer Portal,SPR-2025-06,Sprint 6,Marketplace,Product,Sam Wilson,Drew Walker,Low,Done,13 pts,8,etl,PROD,2025-03-20,2025-03-21,2025-04-01,2025-03-12,2025-03-25,2025-03-20 00:00:00
TASK-00320,optimize database query,Story,Data Platform,SPR-2025-14,Sprint 14,Growth,Architecture,John Doe,Jamie White,Critical,Done,8,24,"ux, ETL",PROD,2025-07-12,2025-07-12,2025-07-19,2025-07-02,2025-07-15,2025-07-14 00:00:00
TASK-00321,IMPROVE SEARCH PERFORMANCE,Task,Mobile App,SPR-2025-08,Sprint 8,Platform,Architecture,Taylor Brown,Morgan Davis,Critical,testing,8,8,backend,PROD,2025-04-12,2025-04-13,,2025-04-09,2025-04-22,2025-04-15 00:00:00
TASK-00322,User Session Timeout,Spike,Marketplace,SPR-2025-21,Sprint 21,Growth,Architecture,Jordan Miller,Jamie White,Low,to do,1,12h,"ux, backend, etl",DEV,2025-10-15,2025-10-15,,2025-10-08,2025-10-21,2025-10-29 00:00:00
TASK-00323,Login Error,Story,Customer Portal,SPR-2025-13,Sprint 13,Data,Product,John Doe,Jamie White,High,Done,1,16,"mobile, api, data",UAT,2025-06-25,2025-06-28,2025-07-04,2025-06-18,2025-07-01,2025-07-08 00:00:00
TASK-00324,update documentation,Spike,Data Platform,SPR-2025-17,Sprint 17,Data,Engineering,Taylor Brown,Morgan Davis,High,Testing,3,2,"api, frontend, mobile",UAT,2025-08-23,2025-08-25,,2025-08-13,2025-08-26,2025-08-29 00:00:00
TASK-00325,Review Access Permissions,Spike,Backoffice,SPR-2025-22,Sprint 22,Data,Engineering,Casey Johnson,Robin Clark,High,Done,2,40,"mobile, frontend",PROD,2025-10-29,2025-11-01,2025-11-11,2025-10-22,2025-11-04,2025-11-04 00:00:00
TASK-00326,improve error handling,Story,Customer Portal,SPR-2025-13,Sprint 13,Platform,Engineering,Chris Lee,Drew Walker,High,done,13,40,Mobile,QA,2025-06-20,2025-06-20,2025-06-21,2025-06-18,2025-07-01,2025-06-25 00:00:00
TASK-00327,Update Documentation,Spike,Identity Service,SPR-2025-07,Sprint 7,Growth,Product,Alex Smith,Jamie White,Low,Done,2,4,"api, etl",QA,2025-03-26,2025-03-27,2025-03-28,2025-03-26,2025-04-08,2025-04-01 00:00:00
TASK-00328,Fix ETL Pipeline Failure,Technical Debt,Mobile App,SPR-2025-18,Sprint 18,Data,Architecture,Jordan Miller,Drew Walker,Medium,Testing,3,8,"data, API, genai",UAT,2025-09-02,2025-09-04,,2025-08-27,2025-09-09,2025-09-17 00:00:00
TASK-00329,Fix User Profile Update,Story,Marketplace,SPR-2025-17,Sprint 17,Data,Operations,Taylor Brown,Robin Clark,Critical,Testing,8,40,mobile,PROD,2025-08-20,2025-08-21,,2025-08-13,2025-08-26,2025-09-01 00:00:00
TASK-00330,Fix API Response Validation,Task,Data Platform,SPR-2025-19,Sprint 19,Core,Product,Alex Smith,Avery Lewis,High,testing,1,16,"genai, ux",QA,2025-09-12,2025-09-14,,2025-09-10,2025-09-23,2025-09-20 00:00:00
TASK-00331,Create Monitoring Alerts,Task,Customer Portal,SPR-2025-21,Sprint 21,Marketplace,Architecture,Alex Smith,Drew Walker,Low,Blocked,2 pts,2,"mobile, security, performance",UAT,2025-10-09,2025-10-11,,2025-10-08,2025-10-21,2025-10-09 00:00:00
TASK-00332,Review Access Permissions,Story,Marketplace,SPR-2025-10,Sprint 10,Data,Architecture,Casey Johnson,Avery Lewis,Low,Done,8,4,mobile,UAT,2025-05-11,2025-05-13,2025-05-20,2025-05-07,2025-05-20,2025-05-13 00:00:00
TASK-00333,Data Sync Failure,Task,Data Platform,SPR-2025-11,Sprint 11,Data,Operations,Jordan Miller,Avery Lewis,Low,Done,8,8,genai,UAT,2025-05-24,2025-05-27,2025-05-31,2025-05-21,2025-06-03,2025-06-03 00:00:00
TASK-00334,Refactor Notification Service,Technical Debt,Marketplace,SPR-2025-19,Sprint 19,Marketplace,Analytics,Jane Doe,Jamie White,Critical,Blocked,2,2,Genai,DEV,2025-09-10,2025-09-10,,2025-09-10,2025-09-23,2025-09-15 00:00:00
TASK-00335,Improve Mobile Responsiveness,Spike,Marketplace,SPR-2025-02,Sprint 2,Data,Product,Alex Smith,Drew Walker,Medium,To Do,8 pts,2,api,PROD,2025-01-24,2025-01-27,,2025-01-15,2025-01-28,2025-02-08 00:00:00
TASK-00336,Update Documentation,Task,Customer Portal,SPR-2025-24,Sprint 24,Growth,Engineering,Casey Johnson,Morgan Davis,High,Blocked,13,4,"performance, mobile",PROD,2025-11-20,2025-11-23,,2025-11-19,2025-12-02,2025-11-27 00:00:00
TASK-00337,Fix API Response Validation,Technical Debt,Identity Service,SPR-2025-17,Sprint 17,Core,Operations,Jordan Miller,Jamie White,Critical,Done,13,12,ux,DEV,2025-08-18,2025-08-21,2025-09-02,2025-08-13,2025-08-26,2025-08-30 00:00:00
TASK-00338,Improve Error Handling,Spike,Marketplace,SPR-2025-23,Sprint 23,Data,Analytics,Taylor Brown,Drew Walker,Low,Done,13,12,"backend, security, performance",DEV,2025-11-05,2025-11-06,2025-11-17,2025-11-05,2025-11-18,2025-11-19 00:00:00
TASK-00339,IMPROVE MOBILE RESPONSIVENESS,Spike,Customer Portal,SPR-2025-01,Sprint 1,Core,Analytics,Alex Smith,Jamie White,High,Done,2,24,"backend, performance",DEV,2025-01-02,2025-01-05,2025-01-09,2025-01-01,2025-01-14,2025-01-05 00:00:00
TASK-00340,Login Error,Bug,Marketplace,SPR-2025-06,Sprint 6,Marketplace,Analytics,Casey Johnson,Morgan Davis,Medium,Done,2,2,"mobile, genai, frontend",DEV,2025-03-16,2025-03-16,2025-03-18,2025-03-12,2025-03-25,2025-03-17 00:00:00
TASK-00341,Login Error,Bug,Marketplace,SPR-2025-13,Sprint 13,CX,Product,Chris Lee,Robin Clark,Low,Done,2,2,api,QA,2025-06-21,2025-06-22,2025-06-24,2025-06-18,2025-07-01,2025-06-27 00:00:00
TASK-00342,Broken Navigation Menu,Task,Mobile App,SPR-2025-18,Sprint 18,Growth,Engineering,Jordan Miller,Robin Clark,Low,In Progress,3 pts,4,data,PROD,2025-09-02,2025-09-05,,2025-08-27,2025-09-09,2025-09-05 00:00:00
TASK-00343,Refactor Notification Service,Spike,Backoffice,SPR-2025-23,Sprint 23,Marketplace,Engineering,John Doe,Jamie White,Critical,testing,13,4,"security, genai, backend",DEV,2025-11-13,2025-11-14,,2025-11-05,2025-11-18,2025-11-16 00:00:00
TASK-00344,Update Documentation,Bug,Backoffice,SPR-2025-10,Sprint 10,Core,Analytics,John Doe,Jamie White,High,Done,5,2,"Performance, genai, security",UAT,2025-05-10,2025-05-13,2025-05-14,2025-05-07,2025-05-20,2025-05-20 00:00:00
TASK-00345,Fix ETL Pipeline Failure,Bug,Customer Portal,SPR-2025-08,Sprint 8,Growth,Engineering,Taylor Brown,Jamie White,Medium,Blocked,5,4,backend,DEV,2025-04-12,2025-04-12,,2025-04-09,2025-04-22,2025-04-17 00:00:00
TASK-00346,Data Sync Failure,Task,Marketplace,SPR-2025-19,Sprint 19,Core,Engineering,Casey Johnson,Avery Lewis,Medium,in progress,2,8,"mobile, data",PROD,2025-09-18,2025-09-19,,2025-09-10,2025-09-23,2025-10-01 00:00:00
TASK-00347,Checkout Button Not Responding,Story,Identity Service,SPR-2025-05,Sprint 5,Core,Engineering,Alex Smith,Jamie White,Medium,Done,2,12,"ux, ETL",DEV,2025-03-05,2025-03-05,2025-03-07,2025-02-26,2025-03-11,2025-03-05 00:00:00
TASK-00348,Broken Navigation Menu,Story,Customer Portal,SPR-2025-17,Sprint 17,Core,Analytics,Chris Lee,Drew Walker,High,Done,8 pts,2,ux,PROD,2025-08-18,2025-08-21,2025-08-28,2025-08-13,2025-08-26,2025-08-29 00:00:00
TASK-00349,Fix ETL Pipeline Failure,Story,Backoffice,SPR-2025-23,Sprint 23,CX,Engineering,John Doe,Morgan Davis,High,Blocked,13 pts,24,"performance, Genai",DEV,2025-11-05,2025-11-08,,2025-11-05,2025-11-18,2025-11-17 00:00:00
TASK-00350,Create Usage Dashboard,Story,Data Platform,SPR-2025-13,Sprint 13,Marketplace,Engineering,Jordan Miller,Robin Clark,High,Done,8,24,"Data, ux, backend",DEV,2025-06-27,2025-06-27,2025-07-04,2025-06-18,2025-07-01,2025-07-02 00:00:00
TASK-00351,Create Monitoring Alerts,Bug,Marketplace,SPR-2025-16,Sprint 16,CX,Engineering,Alex Smith,Jamie White,High,To Do,2,4,Genai,DEV,2025-07-30,2025-07-30,,2025-07-30,2025-08-12,2025-08-04 00:00:00
TASK-00352,CREATE USAGE DASHBOARD,Bug,Identity Service,SPR-2025-07,Sprint 7,CX,Product,Jane Doe,Jamie White,Low,Done,3 pts,2,"GENAI, backend",DEV,2025-03-30,2025-04-02,2025-04-04,2025-03-26,2025-04-08,2025-04-11 00:00:00
TASK-00353,Refactor Notification Service,Task,Mobile App,SPR-2025-20,Sprint 20,Growth,Operations,Jordan Miller,Jamie White,High,Blocked,3,40,"ux, performance",DEV,2025-10-02,2025-10-04,,2025-09-24,2025-10-07,2025-10-05 00:00:00
TASK-00354,Fix User Profile Update,Technical Debt,Mobile App,SPR-2025-17,Sprint 17,Platform,Operations,Casey Johnson,Morgan Davis,MEDIUM,Done,13,40,"security, frontend, performance",PROD,2025-08-17,2025-08-18,2025-08-29,2025-08-13,2025-08-26,2025-08-26 00:00:00
TASK-00355,CREATE MONITORING ALERTS,Technical Debt,Customer Portal,SPR-2025-20,Sprint 20,Data,Engineering,Alex Smith,Morgan Davis,Critical,Done,3,16,"api, genai",DEV,2025-09-27,2025-09-28,2025-10-10,2025-09-24,2025-10-07,2025-10-10 00:00:00
TASK-00356,Improve Mobile Responsiveness,Spike,Mobile App,SPR-2025-23,Sprint 23,Marketplace,Analytics,Taylor Brown,Drew Walker,Medium,Blocked,13,24,etl,DEV,2025-11-05,2025-11-06,,2025-11-05,2025-11-18,2025-11-15 00:00:00
TASK-00357,checkout button not responding,Bug,Backoffice,SPR-2025-13,Sprint 13,CX,Engineering,Jordan Miller,Avery Lewis,Low,Done,8,24,"security, api, PERFORMANCE",UAT,2025-06-24,2025-06-27,2025-06-29,2025-06-18,2025-07-01,2025-07-05 00:00:00
TASK-00358,Data Sync Failure,Task,Backoffice,SPR-2025-22,Sprint 22,Marketplace,Product,Sam Wilson,Drew Walker,High,IN PROGRESS,5,4,frontend,PROD,2025-10-24,2025-10-25,,2025-10-22,2025-11-04,2025-10-30 00:00:00
TASK-00359,Update Documentation,Task,Identity Service,SPR-2025-16,Sprint 16,Data,Product,Jordan Miller,Robin Clark,Medium,To Do,2,2,genai,PROD,2025-08-03,2025-08-06,,2025-07-30,2025-08-12,2025-08-18 00:00:00
TASK-00360,Checkout Button Not Responding,Spike,Data Platform,SPR-2025-12,Sprint 12,Data,Engineering,Taylor Brown,Jamie White,Medium,To Do,8,4,"frontend, data, genai",DEV,2025-06-10,2025-06-13,,2025-06-04,2025-06-17,2025-06-21 00:00:00
TASK-00361,Improve Mobile Responsiveness,Task,Backoffice,SPR-2025-24,Sprint 24,Core,Engineering,Jordan Miller,Jamie White,Critical,Done,2,2,"Api, frontend",DEV,2025-11-28,2025-11-28,2025-12-01,2025-11-19,2025-12-02,2025-12-01 00:00:00
TASK-00362,Create Usage Dashboard,Spike,Identity Service,SPR-2025-08,Sprint 8,Marketplace,Architecture,Taylor Brown,Morgan Davis,Critical,Testing,13,40,"ux, Data, GENAI",PROD,2025-04-15,2025-04-18,,2025-04-09,2025-04-22,2025-04-23 00:00:00
TASK-00363,Add Audit Logging,Bug,Marketplace,SPR-2025-23,Sprint 23,CX,Architecture,Casey Johnson,Morgan Davis,medium,Done,1,40,ux,DEV,2025-11-06,2025-11-07,2025-11-19,2025-11-05,2025-11-18,2025-11-12 00:00:00
TASK-00364,Improve Error Handling,Technical Debt,Customer Portal,SPR-2025-22,Sprint 22,Core,Product,Taylor Brown,Robin Clark,High,Done,2,24,"data, frontend, backend",DEV,2025-10-23,2025-10-24,2025-10-25,2025-10-22,2025-11-04,2025-11-01 00:00:00
TASK-00365,Refactor Notification Service,Story,Data Platform,SPR-2025-22,Sprint 22,Data,Engineering,Taylor Brown,Drew Walker,High,In Progress,8,2,MOBILE,UAT,2025-10-30,2025-11-02,,2025-10-22,2025-11-04,2025-11-07 00:00:00
TASK-00366,Improve Mobile Responsiveness,Story,Identity Service,SPR-2025-05,Sprint 5,Platform,Architecture,Alex Smith,Avery Lewis,Medium,To Do,1,24,"API, etl, mobile",QA,2025-03-07,2025-03-10,,2025-02-26,2025-03-11,2025-03-17 00:00:00
TASK-00367,optimize database query,Bug,Mobile App,SPR-2025-14,Sprint 14,Core,Engineering,Jordan Miller,Morgan Davis,Low,Blocked,5 pts,24h,"data, api",DEV,2025-07-08,2025-07-08,,2025-07-02,2025-07-15,2025-07-13 00:00:00
TASK-00368,Review Access Permissions,Spike,Backoffice,SPR-2025-17,Sprint 17,Data,Analytics,John Doe,Drew Walker,High,To Do,1,40,"etl, performance",QA,2025-08-17,2025-08-20,,2025-08-13,2025-08-26,2025-08-21 00:00:00
TASK-00369,Broken Navigation Menu,Technical Debt,Identity Service,SPR-2025-05,Sprint 5,Data,Analytics,Jane Doe,Robin Clark,Medium,To Do,5,4,"genai, etl",PROD,2025-03-04,2025-03-06,,2025-02-26,2025-03-11,2025-03-14 00:00:00
TASK-00370,Fix API Response Validation,Story,Marketplace,SPR-2025-03,Sprint 3,Core,Architecture,Jane Doe,Avery Lewis,low,To Do,3,12,ux,DEV,2025-02-08,2025-02-08,,2025-01-29,2025-02-11,2025-02-14 00:00:00
TASK-00371,Create Monitoring Alerts,Story,Backoffice,SPR-2025-24,Sprint 24,Platform,Product,Jordan Miller,Avery Lewis,Low,Done,2,40,API,PROD,2025-11-19,2025-11-22,2025-11-26,2025-11-19,2025-12-02,2025-11-24 00:00:00
TASK-00372,Improve Error Handling,Technical Debt,Mobile App,SPR-2025-12,Sprint 12,Core,Architecture,Casey Johnson,Morgan Davis,Low,Blocked,5,4h,"performance, ux, mobile",UAT,2025-06-05,2025-06-07,,2025-06-04,2025-06-17,2025-06-05 00:00:00
TASK-00373,Broken Navigation Menu,Task,Customer Portal,SPR-2025-20,Sprint 20,Core,Operations,Chris Lee,Robin Clark,Medium,Testing,1,12,"Etl, api, Ux",UAT,2025-10-01,2025-10-03,,2025-09-24,2025-10-07,2025-10-14 00:00:00
TASK-00374,Data Sync Failure,Story,Marketplace,SPR-2025-06,Sprint 6,Core,Analytics,John Doe,Jamie White,High,In Progress,1,40,mobile,QA,2025-03-20,2025-03-22,,2025-03-12,2025-03-25,2025-04-04 00:00:00
TASK-00375,Update Documentation,Task,Backoffice,SPR-2025-22,Sprint 22,Growth,Engineering,John Doe,Robin Clark,Critical,Done,13,12,Frontend,PROD,2025-10-26,2025-10-26,2025-11-06,2025-10-22,2025-11-04,2025-10-26 00:00:00
TASK-00376,Add Audit Logging,Bug,Identity Service,SPR-2025-14,Sprint 14,Marketplace,Architecture,Alex Smith,Jamie White,Medium,testing,2,40,"Mobile, ux",QA,2025-07-09,2025-07-11,,2025-07-02,2025-07-15,2025-07-16 00:00:00
TASK-00377,Update Documentation,Bug,Data Platform,SPR-2025-04,Sprint 4,Growth,Analytics,Chris Lee,Robin Clark,medium,To Do,1,16,"mobile, PERFORMANCE, security",UAT,2025-02-14,2025-02-17,,2025-02-12,2025-02-25,2025-02-27 00:00:00
TASK-00378,Refactor Notification Service,Bug,Identity Service,SPR-2025-08,Sprint 8,CX,Engineering,Chris Lee,Robin Clark,Critical,IN PROGRESS,8,4,"security, PERFORMANCE",UAT,2025-04-14,2025-04-14,,2025-04-09,2025-04-22,2025-04-25 00:00:00
TASK-00379,improve search performance,Technical Debt,Data Platform,SPR-2025-08,Sprint 8,Platform,Operations,Taylor Brown,Drew Walker,LOW,In Progress,13,4,backend,QA,2025-04-19,2025-04-21,,2025-04-09,2025-04-22,2025-04-20 00:00:00
TASK-00380,Broken Navigation Menu,Bug,Backoffice,SPR-2025-05,Sprint 5,Growth,Engineering,Jordan Miller,Avery Lewis,Critical,Done,1,2,"etl, frontend, Api",DEV,2025-03-01,2025-03-04,2025-03-13,2025-02-26,2025-03-11,2025-03-06 00:00:00
TASK-00381,Optimize Database Query,Technical Debt,Mobile App,SPR-2025-15,Sprint 15,Data,Engineering,John Doe,Drew Walker,Low,Done,2,2,"genai, etl, data",QA,2025-07-24,2025-07-27,2025-08-06,2025-07-16,2025-07-29,2025-08-02 00:00:00
TASK-00382,Update Documentation,Task,Data Platform,SPR-2025-02,Sprint 2,Growth,Architecture,Sam Wilson,Jamie White,Low,Blocked,2,4,security,PROD,2025-01-25,2025-01-26,,2025-01-15,2025-01-28,2025-02-03 00:00:00
TASK-00383,Create Usage Dashboard,Technical Debt,Identity Service,SPR-2025-11,Sprint 11,Core,Engineering,Casey Johnson,Jamie White,Low,Done,8,24,"data, etl, mobile",PROD,2025-05-21,2025-05-21,2025-05-26,2025-05-21,2025-06-03,2025-06-01 00:00:00
TASK-00384,Implement MFA Authentication,Spike,Mobile App,SPR-2025-05,Sprint 5,Marketplace,Architecture,Alex Smith,Morgan Davis,Medium,Done,1,4,"Performance, mobile, backend",DEV,2025-03-05,2025-03-05,2025-03-08,2025-02-26,2025-03-11,2025-03-17 00:00:00
TASK-00385,user session timeout,Task,Identity Service,SPR-2025-13,Sprint 13,Growth,Engineering,Alex Smith,Avery Lewis,Low,Done,13,40,etl,PROD,2025-06-18,2025-06-18,2025-06-29,2025-06-18,2025-07-01,2025-06-23 00:00:00
TASK-00386,Optimize Database Query,Spike,Marketplace,SPR-2025-10,Sprint 10,Data,Analytics,Sam Wilson,Jamie White,LOW,in progress,1,8,"api, FRONTEND",PROD,2025-05-12,2025-05-15,,2025-05-07,2025-05-20,2025-05-15 00:00:00
TASK-00387,Checkout Button Not Responding,Story,Identity Service,SPR-2025-16,Sprint 16,Marketplace,Analytics,Sam Wilson,Robin Clark,High,In Progress,1,16,"etl, security",DEV,2025-08-01,2025-08-01,,2025-07-30,2025-08-12,2025-08-09 00:00:00
TASK-00388,Fix API Response Validation,Task,Customer Portal,SPR-2025-16,Sprint 16,Growth,Analytics,Alex Smith,Jamie White,Medium,Blocked,2,12,"backend, performance",PROD,2025-08-09,2025-08-11,,2025-07-30,2025-08-12,2025-08-20 00:00:00
TASK-00389,refactor notification service,Story,Identity Service,SPR-2025-11,Sprint 11,Growth,Engineering,Chris Lee,Morgan Davis,Medium,Done,8,16,"mobile, ux, backend",QA,2025-05-28,2025-05-31,2025-06-10,2025-05-21,2025-06-03,2025-05-28 00:00:00
TASK-00390,User Session Timeout,Story,Marketplace,SPR-2025-12,Sprint 12,Marketplace,Product,Jordan Miller,Robin Clark,High,Blocked,2,4,"ux, MOBILE, Etl",DEV,2025-06-12,2025-06-15,,2025-06-04,2025-06-17,2025-06-15 00:00:00
TASK-00391,login error,Story,Identity Service,SPR-2025-22,Sprint 22,CX,Analytics,Casey Johnson,Avery Lewis,medium,Done,1 pts,40,api,UAT,2025-10-31,2025-10-31,2025-11-03,2025-10-22,2025-11-04,2025-11-14 00:00:00
TASK-00392,User Session Timeout,Story,Marketplace,SPR-2025-21,Sprint 21,Data,Analytics,Jane Doe,Drew Walker,Medium,in progress,1,12,"etl, data",PROD,2025-10-08,2025-10-10,,2025-10-08,2025-10-21,2025-10-12 00:00:00
TASK-00393,Improve Error Handling,Story,Data Platform,SPR-2025-24,Sprint 24,Growth,Product,Jane Doe,Robin Clark,Low,Done,5,24,"api, frontend",UAT,2025-11-22,2025-11-25,2025-11-28,2025-11-19,2025-12-02,2025-11-22 00:00:00
TASK-00394,Login Error,Technical Debt,Marketplace,SPR-2025-08,Sprint 8,Growth,Product,Chris Lee,Morgan Davis,High,done,2,2,performance,UAT,2025-04-13,2025-04-14,2025-04-24,2025-04-09,2025-04-22,2025-04-13 00:00:00
TASK-00395,Broken Navigation Menu,Spike,Marketplace,SPR-2025-12,Sprint 12,CX,Product,Sam Wilson,Jamie White,Low,Done,13,16,frontend,QA,2025-06-08,2025-06-11,2025-06-18,2025-06-04,2025-06-17,2025-06-22 00:00:00
TASK-00396,Implement MFA Authentication,Technical Debt,Marketplace,SPR-2025-03,Sprint 3,Growth,Operations,Taylor Brown,Jamie White,Medium,Blocked,2,16,"performance, Etl, security",DEV,2025-02-08,2025-02-08,,2025-01-29,2025-02-11,2025-02-12 00:00:00
TASK-00397,Checkout Button Not Responding,Spike,Data Platform,SPR-2025-19,Sprint 19,Core,Analytics,Casey Johnson,Jamie White,Low,TO DO,5,8,"performance, SECURITY",DEV,2025-09-20,2025-09-23,,2025-09-10,2025-09-23,2025-10-05 00:00:00
TASK-00398,Update Documentation,Bug,Data Platform,SPR-2025-02,Sprint 2,Core,Engineering,Jordan Miller,Morgan Davis,High,Done,13,12,"frontend, performance, Mobile",QA,2025-01-20,2025-01-22,2025-02-02,2025-01-15,2025-01-28,2025-02-01 00:00:00
TASK-00399,Improve Error Handling,Task,Data Platform,SPR-2025-15,Sprint 15,CX,Operations,Taylor Brown,Avery Lewis,Critical,Testing,2,12,ux,DEV,2025-07-26,2025-07-26,,2025-07-16,2025-07-29,2025-08-03 00:00:00
TASK-00400,Implement MFA Authentication,Spike,Data Platform,SPR-2025-15,Sprint 15,Platform,Engineering,Jane Doe,Jamie White,Low,Blocked,5 pts,40,"GENAI, mobile",DEV,2025-07-16,2025-07-17,,2025-07-16,2025-07-29,2025-07-24 00:00:00
TASK-00401,Create Monitoring Alerts,Spike,Backoffice,SPR-2025-13,Sprint 13,Marketplace,Engineering,Jordan Miller,Robin Clark,High,Done,1 pts,12,"api, mobile",PROD,2025-06-19,2025-06-21,2025-06-28,2025-06-18,2025-07-01,2025-06-19 00:00:00
TASK-00402,update api documentation,Bug,Marketplace,SPR-2025-18,Sprint 18,Data,Operations,Jane Doe,Morgan Davis,HIGH,To Do,5,12,ux,QA,2025-09-05,2025-09-06,,2025-08-27,2025-09-09,2025-09-11 00:00:00
TASK-00403,Implement MFA Authentication,Spike,Marketplace,SPR-2025-14,Sprint 14,Core,Analytics,Chris Lee,Drew Walker,Low,Done,3 pts,8,genai,PROD,2025-07-10,2025-07-11,2025-07-15,2025-07-02,2025-07-15,2025-07-20 00:00:00
TASK-00404,Create Usage Dashboard,Technical Debt,Marketplace,SPR-2025-04,Sprint 4,Growth,Operations,Jane Doe,Avery Lewis,Critical,Done,13,12,"performance, Backend, etl",DEV,2025-02-14,2025-02-17,2025-02-27,2025-02-12,2025-02-25,2025-02-23 00:00:00
TASK-00405,Implement MFA Authentication,Task,Data Platform,SPR-2025-14,Sprint 14,Core,Engineering,John Doe,Avery Lewis,Low,Done,5,40,"ux, frontend, security",DEV,2025-07-05,2025-07-06,2025-07-08,2025-07-02,2025-07-15,2025-07-05 00:00:00
TASK-00406,Update API Documentation,Story,Marketplace,SPR-2025-01,Sprint 1,Platform,Architecture,Alex Smith,Avery Lewis,Medium,Done,5,12,"Ux, frontend, performance",QA,2025-01-03,2025-01-05,2025-01-17,2025-01-01,2025-01-14,2025-01-06 00:00:00
TASK-00407,Optimize Database Query,Technical Debt,Marketplace,SPR-2025-23,Sprint 23,Growth,Engineering,Casey Johnson,Robin Clark,Medium,Done,2 pts,2,"performance, api, frontend",QA,2025-11-07,2025-11-07,2025-11-18,2025-11-05,2025-11-18,2025-11-14 00:00:00
TASK-00408,Improve Mobile Responsiveness,Technical Debt,Mobile App,SPR-2025-21,Sprint 21,Growth,Engineering,Sam Wilson,Robin Clark,Low,In Progress,2,24,backend,QA,2025-10-11,2025-10-13,,2025-10-08,2025-10-21,2025-10-13 00:00:00
TASK-00409,Improve Search Performance,Story,Customer Portal,SPR-2025-03,Sprint 3,Platform,Product,Alex Smith,Drew Walker,Low,Blocked,5,2,"ux, security",DEV,2025-02-05,2025-02-07,,2025-01-29,2025-02-11,2025-02-08 00:00:00
TASK-00410,login error,Story,Mobile App,SPR-2025-11,Sprint 11,Marketplace,Engineering,Sam Wilson,Robin Clark,High,Blocked,2,16h,"Api, mobile, security",PROD,2025-05-26,2025-05-29,,2025-05-21,2025-06-03,2025-06-01 00:00:00
TASK-00411,Create Monitoring Alerts,Spike,Marketplace,SPR-2025-03,Sprint 3,Core,Operations,Sam Wilson,Robin Clark,Medium,Done,2,24,"Backend, data",DEV,2025-02-03,2025-02-05,2025-02-12,2025-01-29,2025-02-11,2025-02-15 00:00:00
TASK-00412,Data Sync Failure,Story,Data Platform,SPR-2025-14,Sprint 14,Data,Product,Taylor Brown,Robin Clark,Low,Done,3,8,"ETL, Security, ux",UAT,2025-07-05,2025-07-07,2025-07-09,2025-07-02,2025-07-15,2025-07-09 00:00:00
TASK-00413,Refactor Notification Service,Bug,Backoffice,SPR-2025-11,Sprint 11,Marketplace,Operations,Jordan Miller,Robin Clark,High,TESTING,8 pts,8,"mobile, backend, data",UAT,2025-05-22,2025-05-22,,2025-05-21,2025-06-03,2025-05-28 00:00:00
